CÓDIGO DO SERVIÇO - 47028 (H.Dia) e 47021 (Pneumologia)
PULMÃO
PN - CNPC - CARCINOMA EPIDERMOIDE PULMAO PD-L1 <50
PN - CNPC - CARCINOMA EPIDERMOIDE PULMAO PD-L1 >50
PN - MESOTELIOMA EPITELIOIDE PLEURA
PN - MESOTELIOMA SARCOMATOIDE PLEURA
PN - TIMOMA MALIGNO
PN - ADENOCARCINOMA PULMAO SOE PD-L1 <50
PN - ADENOCARCINOMA PULMAO SOE PD-L1 >50
PN - ADENOCARCINOMA PULMAO EGFR MUTACOES FREQUENTES
PN - ADENOCARCINOMA PULMAO EGFR MUTACOES RARAS
PN - ADENOCARCINOMA PULMAO EGFR EXAO 20
PN - ADENOCARCINOMA PULMAO
PN - ADENOCARCINOMA PULMAO ALK +
PN - ADENOCARCINOMA PULMAO RET +
PN - ADENOCARCINOMA PULMAO MET SKIPPING 14
PN - ADENOCARCINOMA PULMAO NTRK
PN - ADENOCARCINOMA PULMAO HER2
PN - ADENOCARCINOMA PULMAO KRAS G12C
PN - ADENOCARCINOMA PULMAO KRAS OUTRAS
PN - ADENOCARCINOMA PULMAO BRAF V600E
PN - ADENOCARCINOMA PULMAO BRCA +
PN - ADENOCARCINOMA PULMAO PI3KCA
PN - ADENOCARCINOMA PULMAO ROS1
PN - CARCINOMA ADENOESCAMOSO PULMAO
PN - CARCINOMA PLEOMORFICO PULMAO
PN - CARCINOMA GRANDES CELULAS PULMAO
PN - CPPC - CARCINOMA PEQUENAS CELULAS PULMAO ESTADIO LIMITADO
PN - CPPC - CARCINOMA PEQUENAS CELULAS PULMAO ESTADIO EXTENSO
PN- TUMOR NEUROENDOCRINO GRANDES CELULAS PULMAO
PN- TUMOR NEUROENDOCRINO CARCINOIDE TIPICO
PN- TUMOR NEUROENDOCRINO CARCINOIDE ATIPICO
PN - NEOPLASIA PULMAO SOE
PN - HAMARTOMA PULMAO
PN - METASTIZACAO PULMONAR PRIMARIO OCULTO
PN - MESOTELIOMA BIFÁSICO PLEURA
PN - CARCINOMA TÍMICO
PN - ADENOCARCINOMA PULMAO MET amplificação
PN - CARCINOMA SARCOMATÓIDE PULMÃO
