CÓDIGO DO SERVIÇO - 47028 (H.Dia)
PELE
PE - MELANOMA UVEAL PALIATIVO
PE - MELANOMA 
PE - MELANOMA PALIATIVO
PE - MELANOMA PALIATIVO BRAF V600E
PE - MELANOMA PALIATIVO BRAF WILD TYPE
PE - MELANOMA PALIATIVO NRAS +
PE - MELANOMA PALIATIVO KIT +
PE - CARCINOMA ESPINHOCELULAR
PE - CARCINOMA BASOCELULAR (CBC)
PE - CARCINOMA DE CÉLULAS DE MERKEL
PE - SARCOMA DE KAPOSI
PE - OUTRAS ESPECIFICADAS OU NÃO ESPECIFICADAS
PE - METASTIZAÇÃO CUTÂNEA DE PRIMÁRIO DESCONHECIDO

