CÓDIGO DO SERVIÇO - 47019 (H.Dia)  e 47018 (Ginecologia)
GINECOLOGIA
OM - CARCINOMA ENDOMETRIO
OM - CARCINOMA ENDOMETRIO PALIATIVO
OM - CARCINOMA ENDOMETRIO MMRd
OM - CARCINOMA COLO DO ÚTERO 
OM - CARCINOMA COLO DO ÚTERO PALIATIVO
OM - CARCINOMA COLO DO ÚTERO PALIATIVOPD-L1 +
OM -  CARCIMOMA PRIMARIO PERITONEU
OM - TUMORES MALIGNOS DE CÉLULAS GERMINATIVAS DO OVÁRIO
OM - TUMOR DE CÉLULAS DA GRANULOSA
OM - TUMOR DE CÉLULAS DE SERTOLI
OM - TUMOR DOS CORDÕES SEXUAIS E ESTROMA
OM - TUMOR SACO VITELINO
OM - TERATOMA
OM - DISGERMINOMA
OM - CARCINOMA DA VAGINA
OM - CANCRO DA VULVA
OM - DOENÇA DO TROFOBLASTO GESTACIONAL
OM- CARCINOMA DO ENDOMÉTRIO HER 2
OM - MOLA HIDATIFORME
OM - CORIOCARCINOMA
OM - LEIOMIOSSARCOMA UTERINO
OM - SARCOMA DO ESTROMA ENDOMETRIAL BAIXO GRAU
OM - SARCOMA DO ESTROMA ENDOMETRIAL ALTO GRAU
OM -SARCOMA UTERINO INDIFERENCIADO
OM - ADENOSSARCOMA
OM - CARCINOMA SEROSO ALTO GRAU OVÁRIO
OM - CARCINOMA SEROSO BAIXO GRAU OVÁRIO
OM - CARCINOMA DA TROMPA
